TICKER;
AALR3;
ADHM3;
BALM3;
BALM4;
BIOM3;
BPHA3;
CREM3;
DASA3;
FLRY3;
GBIO33;
GNDI3;
HAPV3;
HYPE3;
NRTQ3;
ODPV3;
OFSA3;
PARD3;
PFRM3;
PNVL3;
PNVL4;
QUAL3;
RADL3;
