TICKER;
ABCB4;
ALSC3;
ALSO3;
ANDG3B;
ANDG4B;
APER3;
ATOM3;
B3SA3;
BAZA3;
BBAS3;
BBDC3;
BBDC4;
BBRK3;
BBSE3;
BEES3;
BEES4;
BFRE11;
BFRE12;
BGIP3;
BGIP4;
BIDI11;
BIDI3;
BIDI4;
BMEB3;
BMEB4;
BMGB4;
BMIN3;
BMIN4;
BNBR3;
BPAC11;
BPAC3;
BPAC5;
BPAN4;
BPAR3;
BPAT33;
BRGE11;
BRGE12;
BRGE3;
BRGE5;
BRGE6;
BRGE7;
BRGE8;
BRIV3;
BRIV4;
BRML3;
BRPR3;
BRSR3;
BRSR5;
BRSR6;
BSLI3;
BSLI4;
BTTL3;
BTTL4;
CCPR3;
CCXC3;
CIEL3;
CMSA3;
CMSA4;
CORR3;
CORR4;
CRIV3;
CRIV4;
CSAB3;
CSAB4;
FIGE3;
FIGE4;
FNCN3;
FTRT3B;
GPIV33;
GSHP3;
HBTS5;
IDNT3;
IDVL3;
IDVL4;
IGBR3;
IGTA3;
IRBR3;
ITSA3;
ITSA4;
ITUB3;
ITUB4;
JBDU3;
JBDU4;
JPSA3;
LHER3;
LHER4;
LOGG3;
LPSB3;
MAPT3;
MAPT4;
MERC3;
MERC4;
MOAR3;
MULT3;
PEAB3;
PEAB4;
PINE3;
PINE4;
PPAR3;
PPLA11;
PSSA3;
QVQP3B;
RPAD3;
RPAD5;
RPAD6;
SANB11;
SANB3;
SANB4;
SCAR3;
SPRI3;
SPRI5;
SPRI6;
SPRT3B;
SULA11;
SULA3;
SULA4;
WIZS3;
